Sr_No,Date,Startup_Name,Industry_Vertical,SubVertical,City,Investors_Name,InvestmentnType,Amount_in_USD,Remarks,
152,01/09/2018,Netmeds,Consumer Internet,Online Pharmacy Chain,Chennai,"Sistema Asia Fund, Sistema JSFC and Tanncam Investment",Private Equity,"3,50,00,000",nan,
154,03/09/2018,Daily hunt,Consumer Internet,News and ebooks Mobile App\\xc2\\xa0,Bengaluru,Falcon Edge,Private Equity,"63,90,000",nan,
156,04/09/2018,HappyGoEasy,Consumer Internet,Online Travel Agecy,Gurugram,"Korea Investment Partners (KIP), Samsung and China-based CITIC Capital and others",Private Equity,N/A,nan,
157,05/09/2018,Nykaa,Consumer Internet,Online Marketplace For Multi-brand Beauty Cosmetic and Wellness Products,Mumbai,Lighthouse,Private Equity,"15,72,00,000",nan,
159,06/09/2018,Dream11,Consumer Internet,Online Gaming Platform,Mumbai,"Tencent, Kalaari Capital and Private equity firm Multiples Alternate Asset Management",Private Equity,"10,00,00,000",nan,
162,11/09/2018,Pharmeasy,Consumer Internet,Online Marketplace For Pharmaceutical Products,Mumbai,InnoVen Capital,Debt Funding,"55,00,000",nan,
167,02/08/2018,Samosa Labs,Consumer Internet,Social Media and Chat Entertainment Platform,Hyderabad,Xiaomi and Sequoia Capital India,Private Equity,"70,00,000",nan,
168,03/08/2018,ZiffyHomes,Consumer Internet,Online Home Rental Marketplace,Gurugram,Y Combinator,Private Equity,"1,20,000",nan,
169,07/08/2018,My OmNamo,Consumer Internet,Holy Platform Offering Customised Puja Packages To Individuals and Corporates,Mumbai,N/A,Seed/ Angel Funding,"10,00,000",nan,
170,07/08/2018,ShopX,Consumer Internet,Assisted E-commerce Platform,Bengaluru,Fung Strategic Holdings,Private Equity,"3,50,00,000",nan,
171,07/08/2018,MakeMyTrip,Consumer Internet,Online Travel Aggregator,Gurugram,MakeMyTrip Limited,Private Equity,"1,00,00,000",nan,
172,08/08/2018,Hansel io,Consumer Internet,Real-time Mobile App Management,Bengaluru,Vertex Ventures,Seed/ Angel Funding,"40,00,000",nan,
173,08/08/2018,Metro Bikes,Consumer Internet,Online Bike Rental Marketplace,Bengaluru,"Sequoia Capital India Advisors, Accel Partners and G Raghunandan",Private Equity,"1,22,00,000",nan,
174,08/08/2018,Phone Pe,Consumer Internet,UPI Payments App,Bengaluru,Flipkart,Private Equity,"6,60,00,000",nan,
177,13/08/2018,Inthree,Consumer Internet,Rural E-commerce Platform,Chennai,"Ventureast, Orios Venture Partners and the IAN Fund",Seed/ Angel Funding,"40,00,000",nan,
179,16/08/2018,Enakshi,Consumer Internet,AI Based Solutions Platform,Ahemadabad,N/A,Seed/ Angel Funding,"1,14,811",nan,
180,17/08/2018,EazyDiner,Consumer Internet,Online Restaurant Table Reservation Platform,Gurugram,Denlow Investment Trust and Beenext,Private Equity,"58,50,000",nan,
182,20/08/2018,RawPressery,Consumer Internet,Online Organic Juice Delivery Service,Mumbai,Alteria Capital,Debt Funding,"48,00,000",nan,
184,22/08/2018,Revv,Consumer Internet,Online Indian Car Rental Platform,Gurugram,"Hyundai, Edelweiss and Beenext, Dream Incubator, Sunjay Kapoor and Telama Investment",Private Equity,"1,42,70,000",nan,
185,26/08/2018,ZestMoney,Consumer Internet,Online Lending Platform,Bengaluru,"Xiaomi,PayU, Ribbit Capital and Omidyar Network",Private Equity,"1,34,00,000",nan,
191,02/07/2018,Biryani By Kilo,Consumer Internet,Online Food Delivery,Gurugram,Ajay Relan and Vinay Mittal,Seed/ Angel Funding,"10,00,000",nan,
193,05/072018,Loan Tap,Consumer Internet,Online Lending Platform For Salaried Professionals,Mumbai,"Shunwei Capital, Tuscan Ventures, Ashish Goenka, VC firms India Quotient and Kae Capital",Private Equity,"62,50,000",nan,
194,06/07/2018,PolicyBazaar,Consumer Internet,Online Insurance Selling Platform,Gurugram,Info Edge (India) Ltd and Temasek,Private Equity,"2,77,00,000",nan,
195,09/07/2018,zippserv,Consumer Internet,Online Platform For Risk-Assessment Services For Real Estate Investments,Bengaluru,Info Edge (India) Ltd,Seed/ Angel Funding,"4,40,000",nan,
196,09/07/2018,Groww,Consumer Internet,Online Platform That Sells Direct Plans Of Mutual Funds,Bengaluru,"Insignia Ventures Partners, Lightbridge Partners & Kairos",Seed/ Angel Funding,"11,00,000",nan,
197,10/07/2018,Avenue Growth,Consumer Internet,Online Platform That Connects Brands With Freelance Sales Professionals,Gurugram,"Avtar Monga, chief operating office at IDFC Bank, Aditya Malik & Others",Seed/ Angel Funding,"4,37,000",nan,
200,10/07/2018,Shop 101,Consumer Internet,Mobile Storefront And Commerce Platform For Sellers,Mumbai,"Stellaris Venture Partners, Vy Capital, Raghunandan G, and Ramakant Sharma",Private Equity,"50,00,000",nan,
201,11/07/2018,Sambandh,Consumer Internet,Online Micro Lending Platform,Rourkela,Base of Pyramid Asia (BOPA) Pte Ltd,Private Equity,"25,00,000",nan,
206,17/07/2018,Cars24,Consumer Internet,Online Used Car Marketplace,Gurugram,"Kingsway FCI Fund, KCK Global & Others",Private Equity,"4,97,00,000",nan,
207,18/07/2018,The Ken,Consumer Internet,Subscription-Only News Website,Bengaluru,Omidyar Network & Others,Seed/ Angel Funding,"15,00,000",nan,
208,19/07/2018,Book My Show,Consumer Internet,Online Ticketing Platform,Mumbai,"TPG Growth, The Rise Fund & Others",Private Equity,"10,00,00,000",nan,
209,20/07/2018,HousingMan,Consumer Internet,Property Discovery Platform,Bengaluru,N/A,Seed/ Angel Funding,"15,00,000",nan,
210,21/07/2018,PaySense,Consumer Internet,Online Consumer Lending Platform,Mumbai,PayU & Others,Private Equity,"1,80,00,000",nan,
215,24/07/2018,Digit,Consumer Internet,Online Insurance Startup,Pune,Fairfax,Private Equity,"4,50,00,000",nan,
217,25/07/2018,Trell,Consumer Internet,Mobile-First Video Blogging App,Bengaluru,"BeeNext , WEH Ventures and Sprout Ventures",Seed/ Angel Funding,"12,50,000",nan,
222,30/07/2018,Shuttl,Consumer Internet,Bus Aggregation Platform,Gurugram,Amazon Alexa Fund & Dentsu Ventures,Private Equity,"1,10,00,000",nan,
223,30/07/2018,Cure Fit,Consumer Internet,Health and fitness Platform,Bengaluru,"IDG Ventures, Accel Partners, Kalaari Capital and Others",Private Equity,"12,00,00,000",nan,
232,07/06/2018,Meesho,Consumer Internet,Online Marketplace For Resellers,Bengaluru,"Sequoia Capital India, SAIF Partners, Y Combinator and Venture Highway",Private Equity,"1,15,00,000",nan,
237,12/06/2018,Daily Ninja,Consumer Internet,Hyperlocal Delivery Platform,Bengaluru,Saama Capital and Sequoia Capital,Seed/ Angel Funding,"30,00,000",nan,
240,13/06/2018,What\\xe2\\x80\\x99s Up Life,Consumer Internet,"A Local Discovery App For Dining-Out, Party, Leisure and Events",Gurugram,Rannvijay Singha,Seed/ Angel Funding,N/A,nan,
241,14/06/2018,HomeLane,Consumer Internet,Online Home Furnishing Solutions,Bengaluru,Brand Capital,Seed/ Angel Funding,"34,50,000",nan,
246,19/06/2018,RentSher,Consumer Internet,Online Rental Marketplace,Bengaluru,"Shorooq Investments, LetsVenture & Others",Seed/ Angel Funding,"11,00,000",nan,
248,22/06/2018,WickedRide,Consumer Internet,Online Motorbike And Scooter Rental Platforms,Bengaluru,"Sequoia Capital, Accel Partners & Raghunandan Gangappa",Private Equity,"91,00,000",nan,
249,25/06/2018,PolicyBazaar,Consumer Internet,Online Insurance Selling Platform,Gurugram,SoftBank Vision Fund & Info Edge (India) Ltd,Private Equity,"20,00,00,000",nan,
250,25/06/2018,HipBar,Consumer Internet,Digital Payment Platform For Beverage Delivery,Bengaluru,Diageo India,Private Equity,"40,00,000",nan,
259,02/05/2018,Bizongo,Consumer Internet,Aggregator For Packaging Material,Mumbai,"B Capital, International Finance Corporation (IFC), Accel Partners and IDG Ventures",Private Equity,"2,20,00,000",nan,
261,07/05/2018,PaisaDukan,Consumer Internet,P2P Lending Platform,Mumbai,N/A,Seed / Angel Funding,"2,25,000",nan,
263,11/05/2018,Earth Food,Consumer Internet,Agri-tech,Pune,Rairah Corporation,Seed / Angel Funding,"9,49,000",nan,
264,14/05/2018,Nykaa,Consumer Internet,Beauty e-tailer,Mumbai,"Sunil Munjal, Harsh Mariwala, Dalip Pathak and Others",Private Equity,"2,40,00,000",nan,
269,22/05/2018,Cashkumar,Consumer Internet,P2P Lending Platform,Bengaluru,LetsVenture,Seed/ Angel Funding,"7,35,000",nan,
274,27/05/2018,Acko,Consumer Internet,Online Insurance Platform,Mumbai,"Amazon, Ashish Dhawan, Catamaran Ventures, NR Narayana Murthy.",Seed/ Angel Funding,"1,20,00,000",nan,
276,29/05/2018,Toffee,Consumer Internet,Online Insurance Platform,Gurugram,"Kalaari Capital, Omidyar Network and Accion Venture Labs",Seed/ Angel Funding,"15,00,000",nan,
278,30/05/2018,Events High,Consumer Internet,Events and Activities Discovery Platform,Bengaluru,Treebo,Private Equity,N/A,nan,
280,31/05/2018,Credright,Consumer Internet,Lending Platform For SMEs,Hyderabad,"Accion Venture Lab, YourNest Venture Capital And Other Angel Investors",Seed/ Angel Funding,"13,000,00",nan,
281,02/04/2018,Fitternity,Consumer Internet,Online Fitness Discovey Platform,Mumbai,"Exfinity Venture, Saha fund Partners, Arihant Patni of Patni Family Office, Anjali Bansal, Shardul Amarchand Mangaldas, Satish Khanna and Taparia family office.",Private Equity,"20,00,000",nan,
284,02/04/2018,Finzy,Consumer Internet,Online Loan Matchmaking Platform,Bengaluru,N/A,Seed / Angel Funding,"13,00,000",nan,
289,09/04/2018,Pipabella,Consumer Internet,Fashion Accessories Etailer,Mumbai,Fireside Ventures,Seed / Angel Funding,"1,000,000,",nan,
293,10/04/2018,TravelTriangle,Consumer Internet,Online Travel Marketplace,Gurugram,"Fundamentum, SAIF Partners, Bessemer Venture Partners, RB investments & Others",Private Equity,"1,20,00,000",nan,
297,16/04/2018,icanstay,Consumer Internet,Online Platform For Luxury Hotel Stay For Business Travelers,Delhi,Mr. Manoj Prasad,Seed / Angel Funding,"5,00,000",nan,
299,18/04/2018,Coverfox,Consumer Internet,Online Insurance Aggregator,Mumbai,"International Finance Corporation, Transamerica and others.",Private Equity,"2,20,00,000",nan,
300,19/04/2018,Lenskart,Consumer Internet,Online Eyewear Retailer,Faridabad,TR Capital,Private Equity,N/A,nan,
306,22/04/2018,Nykaa,Consumer Internet,Beauty e-tailer,Mumbai,"Sunil Munjal, Harsh Mariwala, Dalip Pathak and Others",Private Equity,"1,10,00,000",nan,
309,25/04/2018,Trip shelf,Consumer Internet,Online Travel Marketplace,Delhi,"GEMS Advisory, Alok Mittal and Sachin Bhatia",Seed / Angel Funding,"2,46,000",nan,
311,26/04/2018,RailYatri,Consumer Internet,Online Travel Ticketing Platform,Noida,"Omidyar Network, Nandan Nilekani, Blume Ventures, Helion Venture Partners",Private Equity,N/A,nan,
312,27/04/2018,1mg,Consumer Internet,Online Pharmacy Store,Gurugram,"Sequoia Capital, Maverick Capital Ltd and HBM Healthcare Investments Ltd",Private Equity,"1,00,00,000",nan,
313,29/04/2018,Rubique,Consumer Internet,Online Lending MarketPlace,Mumbai,"Emery Capital, Blacksoil and Kalaari Capital",Private Equity,N/A,nan,
314,30/04/2018,Samco,Consumer Internet,Online Stock Broker,Mumbai,Bay Capital Investments and Others,Private Equity,"75,00,000",nan,
316,01/03/2018,PharmEasy,Consumer Internet,Online Pharmacy Store,Mumbai,"Bessemer Venture Partners and Orios Venture Partners, JM Financials and MEMG",Private Equity,N/A,nan,
317,01/03/2018,Buddy4studdy,Consumer Internet,Online Scholarship Portal,Noida,CBA Capital and others,Private Equity,"30,00,000",nan,
319,03/03/2018,Kuvera,Consumer Internet,Online Financial Planning,Bengaluru,"Baskar Subramanian, Saket Kumar, Gaurav Suri and Ankit Kesarwani",Seed / Angel Funding,"2,50,000",nan,
323,05/03/2018,Finova Capital,Consumer Internet,Online Lending,Jaipur,Sequoia Capital,Private Equity,"60,00,000",nan,
325,04/03/2018,Livehealth,Consumer Internet,Health Service Aggregator Platform,Pune,Nexus Venture Partners,Seed / Angel Funding,"11,00,000",nan,
327,06/03/2018,Coverfox,Consumer Internet,Online Insurance Aggregator,Mumbai,Aegon NV,Private Equity,"76,00,000",nan,
328,08/03/2018,Pepperfry,Consumer Internet,Online Furniture Shopping Store,Mumbai,State Street Global Advisors,Private Equity,"3,84,00,000",nan,
329,08/03/2018,Magicpin,Consumer Internet,Hyperlocal Discovery,Gurugram,Trifecta Capital,Debt Funding,"10,00,000",nan,
330,12/03/2018,HealthCare,Consumer Internet,Healthcare Aggregator,Mumbai,HR Fund,Seed / Angel Funding,"10,00,000",nan,
332,14/03/2018,Stumagz,Consumer Internet,Online Communication and Collaboration Platform For Educational Institutions,Hyderabad,"Venkat Subramanian, Sudhakar Pennam, and other tech investors from Silicon Valley",Seed / Angel Funding,N/A,nan,
333,14/03/2018,AvailFinance,Consumer Internet,Online Lending Platform,Bengaluru,"Matrix Partners, Bhavish Aggarwal, Ankit Bhati, Binny Bansal, Kunal Shah and Manish Patel.",Private Equity,"1,72,00,000",nan,
334,15/03/2018,Grofers,Consumer Internet,Online Grocery Shop,Gurugram,"SoftBank, Tiger Global and Apoletto Managers.",Private Equity,"6,20,00,000",nan,
335,19/03/2018,Fingerlix,Consumer Internet,Ready To cook Food Solution,Mumbai,Alteria Capital,Debt Funding,"13,10,000",nan,
339,20/03/2018,One Labs,Consumer Internet,Consumer Technology and Artificial Intelligence Based Aggregator App,N/A,Micromax Informatics Ltd,Private Equity,N/A,nan,
340,21/03/2018,GigIndia,Consumer Internet,Micro Jobs Provider For Students,Pune,"Jessica Wong, Hiro Mashita, Xue Manzi and Yiyun Zhang.",Seed / Angel Funding,N/A,nan,
342,22/03/2018,i2i Funding,Consumer Internet,Online loan platform,Noida,SucSEED Venture Partners,Seed / Angel Funding,"7,68,000",nan,
345,26/03/2018,Cash Suvidha,Consumer Internet,Online loan platform,Delhi,"Initia Holdings,Vipin Agarwal and others.",Seed / Angel Funding,"10,00,000",nan,
350,29/03/2018,Fynd,Consumer Internet,O2O fashion ecommerce platform,Mumbai,"Google, Kae Capital, IIFL, Singularity Ventures, GrowX, Tracxn Labs, Venture Catalyst, Patni family office and Axis Capital.",Seed / Angel Funding,N/A,nan,
351,01/02/2018,BigBasket,Consumer Internet,Online Grocery & Food Store,Bengaluru,"Alibaba, Helion Venture Partners, Bessemer Venture Partners, Ascent Capital",Private Equity,"30,00,00,000",nan,
355,05/02/2018,CollegeDekho,Consumer Internet,Online platform for Higher Education Services,Gurugram,"Man Capital LLP, Girnar Software, Others",Private Equity,"20,00,000",nan,
356,06/02/2018,Foodmemories,Consumer Internet,Online Food Marketplace,Ahemdabad,"Bhavesh Manglani, Suraj Saharan, Darshan Upadhyay, Sanjay Notani & Others",Seed funding,N/A,nan,
360,08/02/2018,Icertis,Consumer Internet,Enterprise Contract Management Platform,Pune,Meritech Capital Partners,Private Equity,"5,00,00,000",nan,
363,09/02/2018,Rupeek,Consumer Internet,Online Gold Loan,Bengaluru,"Accel Partners, Sequoia Capital",Private Equity,"68,30,000",nan,
366,12/02/2018,Wydr,Consumer Internet,B2B Marketplace,Gurugram,"Bessemer Venture Partners, Stellaris Venture Partners, Axis Capital, Singapore, Jungle Venture Partners",Private Equity,N/A,nan,
375,15/02/2018,PetSutra,Consumer Internet,Online Pet Care Products,Gurugram,Michael Patrick Hickey,Seed / Angel Funding,"1,48,434",nan,
410,22/01/2018,HungerBox,Consumer Internet,Food and Beverages,Bangalore,Lionrock Capital,Private Equity,"25,00,000",nan,
476,03/11/2017,HalaPlay,Consumer Internet,Online Fantasy Games,Mumbai,"Kae Capital Management, Nazara Technologies",Seed Funding,N/A,nan,
522,03/10/2017,ChqBook,Consumer Internet,Home Loans Aggregation platform,Gurgaon,"Startup Buddy, Apurva Chamaria,Sachin Arora, Bharat Gupta, Amit Manocha",Seed Funding,N/A,nan,
523,03/10/2017,HomeCapital,Consumer Internet,Home Loan Down payment assistance program,Mumbai,Venture Catalysts,Seed Funding,N/A,nan,
524,03/10/2017,Ola Cabs,Consumer Internet,App based cab hailing services,Bangalore,"Tencent, Softbank Group",Private Equity,"11,00,00,000",nan,
525,04/10/2017,Elanic,Consumer Internet,P2P platform for Fashion sales,Bangalore,Digital Garage,Seed Funding,N/A,nan,
526,04/10/2017,CollPoll,Consumer Internet,Education collaboration platform,Bangalore,Sprout Angels,Seed Funding,"3,06,000",nan,
527,04/10/2017,PhonePe,Consumer Internet,Digital Wallet,Bangalore,Flipkart,Private Equity,"3,87,00,000",nan,
528,05/10/2017,Little Black Book,Consumer Internet,Local Recommendations and Discoveries Platform,New Delhi,"Blume Ventures, IDG Ventures & Indian Angel Network",Private Equity,"10,00,000",nan,
533,06/10/2017,Drivezy,Consumer Internet,Self Drive car and bike rental platform,Bangalore,"Das Capital, Axan Partners, Das Capital and IT Farm",Private Equity,"1,00,00,000",nan,
534,06/10/2017,Slice Pay,Consumer Internet,Student Micro-financing platform,Bangalore,"Das Capital, Simile Ventures",Private Equity,"20,00,000",nan,
538,09/10/2017,Letsservice,Consumer Internet,Auto Service Logistics & SAAS platform,Bangalore,Aequs Group,Private Equity,N/A,nan,
542,10/10/2017,Easy Diner,Consumer Internet,online restaurant reservation platform,Gurgaon,Saama Capital and DSG Consumer Partners,Private Equity,"45,00,000",nan,
546,13/10/2017,Policy Bazaar,Consumer Internet,Online insurance policy aggregator,Gurgaon,"Wellington Management, DG Ventures India, True North",Private Equity,"7,70,00,000",nan,
547,13/10/2017,Gapoon,Consumer Internet,home maintenance services platform,Bangalore,"Vida Ventures, Snehal Mantri, Anshu Bahadur",Seed Funding,"2,50,000",nan,
549,16/10/2017,KrazyBee,Consumer Internet,Micro-lending platform,Bangalore,"Xiaomi Technologies, Shunwei Capital",Private Equity,"80,00,000",nan,
550,16/10/2017,Renew Buy,Consumer Internet,Online Insurance Aggregator,New Delhi,Amicus Capital,Private Equity,"92,00,000",nan,
551,17/10/2017,Fingerlix,Consumer Internet,Food Ordering Portal,Bangalore,"Accel Partners, Zephyr Peacock",Private Equity,"70,00,000",nan,
552,18/10/2017,Bank Bazaar,Consumer Internet,Online Financial Marketplace,Chennai,Experian,Private Equity,"70,00,000",nan,
555,18/10/2017,LenDen Club,Consumer Internet,Online peer-to-peer lending platform,Mumbai,Undisclosed Investor,Seed Funding,"5,00,000",nan,
556,23/10/2017,Toppr,Consumer Internet,Mobile based learning app,Mumbai,"SAIF Partners, Helion Ventures, FIL Capital Management",Private Equity,"70,00,000",nan,
558,23/10/2017,Cashe,Consumer Internet,app-only lending platform,Mumbai,IFMR Capital,Debt Funding,"31,00,000",nan,
559,23/10/2017,Park Easy,Consumer Internet,Machine learning based parking discovery,Kolkata,Rockstart Accelerator,Seed Funding,"1,18,000",nan,
562,24/10/2017,ZipLoan,Consumer Internet,SME lending platform,New Delhi,"Matrix Partners India, WaterBridge Ventures, Whiteboard Capital, Sarbvir Singh",Private Equity,"30,00,000",nan,
563,24/10/2017,Skillenza,Consumer Internet,Online Learning Platform,Bangalore,"Blume Ventures, Indian Angel Network",Seed Funding,"7,22,000",nan,
565,25/10/2017,PropStory,Consumer Internet,Real Estate content portal,Gurgaon,"Abhishek Bhatewara, Vivek Shah, Haitong Securities, Suraj Saharan, Paras Arora",Seed Funding,N/A,nan,
566,25/10/2017,SpotDraft,Consumer Internet,Contract Automation,Gurgaon,"Hunch Ventures, Spiral Ventures, 500 Startups, Singapore Angel Network, Citrus Payments",Seed Funding,"5,50,000",nan,
571,28/10/2017,Ola Cabs,Consumer Internet,App based cab hailing services,Bangalore,ANI Technologies Pvt. Ltd,Private Equity,"77,00,000",nan,
576,01/09/2017,MFine,Consumer Internet,Online Doctor Discovery platform,Bangalore,"Stellaris Venture Partners, Mayur Abhaya, Rohit MA",Private Equity,"15,00,000",nan,
577,01/09/2017,Canvera,Consumer Internet,Online Photography platform,Mumbai,InfoEdge,Private Equity,"13,00,000",nan,
579,05/09/2017,Shubh Loans,Consumer Internet,online lending platform,Bangalore,"SRI Capital, BeeNext, Pravega Ventures",Private Equity,"15,00,000",nan,
581,06/09/2017,Lending Kart,Consumer Internet,Online Lending Platform,Ahmedabad,"Bertelsmann India, Mayfield Capital, Saama Capital, Darrin Capital",Private Equity,"1,07,50,000",nan,
582,06/09/2017,GoFro,Consumer Internet,Online travel booking platform,New Delhi,"HIS Co. Ltd, MakeMyTrip",Private Equity,"1,00,00,000",nan,
585,07/09/2017,Credit Vidya,Consumer Internet,Online Credit scoring platform,Mumbai,Matrix Partners,Private Equity,"50,00,000",nan,
586,07/09/2017,Tails Life,Consumer Internet,Pet care portal & mobile app,Bangalore,V Balakrishnan.,Private Equity,N/A,nan,
587,07/09/2017,OYO Rooms,Consumer Internet,Branded budget hotels marketplace,Gurgaon,"SoftBank Group, Sequoia Capital India, Lightspeed Venture Partners, Greenoaks Capital, Hero Enterprise",Private Equity,"25,00,00,000",nan,
588,07/09/2017,Early Salary,Consumer Internet,Online Unsecured Lending platform,Pune,IFMR Capital,Debt Funding,"7,80,000",nan,
591,08/09/2017,AYE Finance,Consumer Internet,Micro Lending Platform,New Delhi,"Triodos Investment Management,",Debt Funding,"69,00,000",nan,
594,11/09/2017,Call Health,Consumer Internet,Healthcare Services Aggregator,Hyderabad,"Sachin Tendulkar, P.V SIndhu, Pullela Gopichand",Private Equity,"62,00,000",nan,
596,12/09/2017,3HCare,Consumer Internet,Healthcare services portal,New Delhi,Undisclosed Investor,Seed Funding,"1,00,000",nan,
598,12/09/2017,Get My Parking,Consumer Internet,Smart Parking Enabler,New Delhi,"IAN Fund, Beenext, Indian Angel Network",Private Equity,"30,00,000",nan,
600,13/09/2017,Glowroad,Consumer Internet,women focussed customer-to-customer reseller network,Bangalore,"Accel Partners,",Private Equity,"20,00,000",nan,
601,13/09/2017,OYO Rooms,Consumer Internet,udget hotel marketplace,Gurgaon,China Lodging Group,Private Equity,"1,00,00,000",nan,
602,13/09/2017,Unacademy,Consumer Internet,Online learning platform,Mumbai,"Sequoia Capital India, SAIF Partners, Nexus Venture Partners and Blume Ventures,",Private Equity,"1,15,00,000",nan,
604,14/09/2017,Gurukul,Consumer Internet,co-working space provider,New Delhi,"Rohit Nanda, Rajit Nanda, Smarak Bhuyan, Sashwat Brahma,",Seed Funding,N/A,nan,
607,14/09/2017,Xprep,Consumer Internet,Online Tutoring Platform,New Delhi,"Rising Stars, Manish Amin, Pallav Pandey, Chavi Jafa",Private Equity,N/A,nan,
613,21/09/2017,Gaming Monk,Consumer Internet,E-sports platform,New Delhi,AdvantEdge,Private Equity,N/A,nan,
614,21/09/2017,91SpringBoard,Consumer Internet,Co-working spaces,New Delhi,"Sandway Investment Ltd, Pearl Brook Holdings, Silo Holdings and Al Nour",Private Equity,N/A,nan,
618,25/09/2017,Vogo,Consumer Internet,Scooter Rental Platform,Bangalore,AV Thomas Group,Seed Funding,N/A,nan,
620,25/09/2017,Tinmen,Consumer Internet,Food Delivery platform,Hyderabad,Zomato Media Pvt. Ltd,Private Equity,N/A,nan,
622,25/09/2017,Rapido,Consumer Internet,Bike Aggregator Mobile App,Bangalore,Battery Road Digital Holdings LLC,Seed Funding,"4,22,000",nan,
623,25/09/2017,Sportobuddy,Consumer Internet,Sports & Sport related equipment portal,Mumbai,Mehul Shah,Seed Funding,"1,50,000",nan,
624,26/09/2017,Credifiable,Consumer Internet,Online consumer lending platform,Bangalore,Kae Capital,Private Equity,N/A,nan,
625,26/09/2017,Inclov,Consumer Internet,Matchmaking app for the differently abled,Gurgaon,"Rajan Anandan, Jamil Khatri, Ravi Iyer, Raghav Bahl",Seed Funding,N/A,nan,
626,26/09/2017,Multibhashi,Consumer Internet,Language learning Mobile App,Bangalore,"Aniruddha Malpani, Startup Oasis",Seed Funding,N/A,nan,
628,27/09/2017,Fashalot,Consumer Internet,O2O fashion discovery platform,Gurgaon,"Capillary Technologies, Whiteboard Capital, YourNest Angel Fund, Rajul Garg",Private Equity,N/A,nan,
629,27/09/2017,Pitstop,Consumer Internet,Car repair and Servicing Platform,Bangalore,"Blume Ventures, Goldbell Group, Anurag Srivastava, Shailesh Rao, Amiya Pathak, Rajesh Yohanan and Rahul Garg",Private Equity,"10,00,000",nan,
630,27/09/2017,GoChoppers,Consumer Internet,Luxury Helicopter Tourism Services portal,Gurgaon,"Rivergate Capital,",Seed Funding,N/A,nan,
631,27/09/2017,MyUpchar,Consumer Internet,Local Language Health Information portal,New Delhi,LetsVenture,Seed Funding,"3,00,000",nan,
635,02/08/2017,Leverage Edu,Consumer Internet,Online platform for Higher Education Services,New Delhi,"Kashyap Deorah, Anand Sankeshwar, Deepak Jain, Sadashiva NT, Arjun Mehta, Satish Kaul, Anindya Ghose",Seed Funding,N/A,nan,
636,02/08/2017,Zepo,Consumer Internet,DIY Ecommerce platform,Mumbai,"Kunal Shah, LetsVenture, Anupam Mittal, Hetal Sonpal",Seed Funding,"5,00,000",nan,
637,02/08/2017,Click2Clinic,Consumer Internet,healthcare service aggregator,Hyderabad,"Narottam Thudi, Shireesh Palle",Seed Funding,"8,50,000",nan,
639,03/08/2017,Skill Connect,Consumer Internet,Recruitment Portal,Jaipur,Rajasthan Angel Investor Network,Seed Funding,N/A,nan,
640,03/08/2017,Chai Point,Consumer Internet,Tea Delivery Portal & offline stores,Bangalore,"DSG Consumer Partners, Eight Roads Ventures India",Private Equity,N/A,nan,
641,03/08/2017,Zoctr,Consumer Internet,Health Products & Services Aggregator,Mumbai,SIDBI,Private Equity,N/A,nan,
647,08/08/2017,My Forex Eye,Consumer Internet,foreign exchange services,New Delhi,"Rahul Dev Kumar, Rajesh Mahajan, Ankit Sharma and others",Seed Funding,"2,20,000",nan,
650,09/08/2017,DoodhWala,Consumer Internet,Online milk delivery,Bangalore,Tom Varkey,Seed Funding,N/A,nan,
651,10/08/2017,Stayabode,Consumer Internet,Co-Living space aggregator,Bangalore,"Incubate Fund, Sanjay Shenoy, Mridul Upreti,",Private Equity,N/A,nan,
654,11/08/2017,Ola Cabs,Consumer Internet,App based cab aggregation Service,Gurgaon,Tekne Capital Management,Private Equity,"3,60,00,000",nan,
655,14/08/2017,Sports Flashes,Consumer Internet,Sports Content Mobile App,New Delhi,"Bennett, Coleman and Company Ltd (BCCL),",Private Equity,N/A,nan,
657,15/08/2017,KNAB Finance,Consumer Internet,Unsecured Small Business Loans,Bangalore,"InCred, Krishnakumar Natarajan, Ravi Bhardwaj",Seed Funding,"3,85,000",nan,
658,17/08/2017,Get Simpl,Consumer Internet,Payment Solution Mobile app,Mumbai,"Green Visor Capital LP II, IA Venture Strategies Fund II LP, Boillot Family Trust, Russell M Byrne, The Oliver R. Grace, Jr. Millennium Trust, SF Capital Investments LP",Seed Funding,N/A,nan,
661,21/08/2017,Cerebroz,Consumer Internet,E-Tech platform,Vadodara,Undisclosed HNI\\xe2\\x80\\x99s,Seed Funding,"7,34,000",nan,
662,22/08/2017,Flochat,Consumer Internet,instant messaging platform,Mumbai,"iSquare Global,",Seed Funding,N/A,nan,
663,22/08/2017,EasyGov,Consumer Internet,Govt service application portal,Noida,"Social Alpha, Rajan Anandan, Rajeev Ahuja, Kshitij Arora",Seed Funding,N/A,nan,
664,23/08/2017,Milk Basket,Consumer Internet,Online Grocery platform,Gurgaon,Blume Ventures. Lenovo Capital and Incubator Group (LCIG),Seed Funding,N/A,nan,
670,25/08/2017,Ink Monk,Consumer Internet,Online printing marketplace,Chennai,"VAMM Ventures, Raksul, Dena",Seed Funding,"7,50,000",nan,
671,25/08/2017,Medinfi,Consumer Internet,Online Doctor Discovery Platform,Bangalore,"PBS Srinivas, Vinod Martin,",Seed Funding,"1,25,000",nan,
